count,abs_min,abs_max,signed_min:,signed_max,median(abs),relative-l2,99th percentile(abs),95th percentile(abs),90th percentile(abs),mapping,constraint,mesh A,mesh B,ranks A,ranks B,globalTime,mapDataTime,initializeTime,computeMappingTime,peakMemA,peakMemB
3458,0.0,0.30692922919422094,-0.30692922919422094,0.24061844202860838,0.04128682075571033,0.07155821185793043,0.19914987149239097,0.14571976813321605,0.12332753716546282,nn,consistent,coarse_mesh,fine_mesh,1,1,322300.0,259.0,217407.0,129645.0,58992.0,61232.0
3458,2.220446049250313e-16,0.015823902672534973,-0.015823902672534973,0.015021340046331932,0.0004046891096235461,0.0025420451904753136,0.011347271673699928,0.005927831519728611,0.0037941465905928684,tps,consistent,coarse_mesh,fine_mesh,1,1,912636.0,9438.0,798400.0,706676.0,59540.0,74232.0
3458,0.0,0.12801978999691643,-0.12801978999691643,0.08011311683663747,0.005606114052241484,0.01262678299445196,0.05146546052651416,0.02494897428017776,0.01772175283275985,np,consistent,coarse_mesh,fine_mesh,1,1,646181.0,950.0,539466.0,421122.0,60128.0,61276.0
